FLPID,OLD ID,LA-LB distance (A),CH3OH,E_CH3OH,H_CH3OH,G_CH3OH,E_CH3OH_sol,H_CH3OH_sol,G_CH3OH_sol,molecule,CO2,E_CO2,H_CO2,G_CO2,E_CO2_sol,H_CO2_sol,G_CO2_sol,H2,E_H2,H_H2,G_H2,E_H2_sol,H_H2_sol,G_H2_sol,H2CO,E_H2CO,H_H2CO,G_H2CO,E_H2CO_sol,H_H2CO_sol,G_H2CO_sol,H2O,E_H2O,H_H2O,G_H2O,E_H2O_sol,H_H2O_sol,G_H2O_sol,HCOOH,E_HCOOH,H_HCOOH,G_HCOOH,E_HCOOH_sol,H_HCOOH_sol,G_HCOOH_sol
0BP17011,47,3.846,,,,,,,,H2,,,,,,,,H2,-16.8,-12.4,-3.1,-21.2,-16.8,-7.6,,,,,,,,,,,,,,,,,,,,,
0BP20031,48,3.08,,,,,,,,H2,,,,,,,,H2,1.7,6.6,12.7,4.3,9.2,15.3,,,,,,,,,,,,,,,,,,,,,
0BP20041,49,2.671,,,,,,,,H2,,,,,,,,H2,-18.2,-12.9,-2.0,-20.6,-15.2,-4.3,,,,,,,,,,,,,,,,,,,,,
0BP16051,50,2.082,,,,,,,,H2,,,,,,,,H2,-6.8,-2.5,4.8,-9.1,-4.8,2.5,,,,,,,,,,,,,,,,,,,,,
0BP19011,51,3.394,,,,,,,,H2,,,,,,,,H2,-6.3,-1.4,10.8,-11.0,-6.1,6.0,,,,,,,,,,,,,,,,,,,,,
0BN18011,52,1.729,,,,,,,,H2,,,,,,,,H2,-2.7,2.3,8.2,-7.3,-2.3,3.6,,,,,,,,,,,,,,,,,,,,,
0BN16021,53,3.539,,,,,,,,H2,,,,,,,,H2,-17.5,-10.2,-0.2,-20.0,-12.7,-2.7,,,,,,,,,,,,,,,,,,,,,
0BP17021,54,3.187,,,,,,,,H2,,,,,,,,H2,-8.8,-4.0,1.7,-15.0,-10.2,-4.5,,,,,,,,,,,,,,,,,,,,,
0BN15011,55,3.32,,,,,,,,H2,,,,,,,,H2,-0.1,5.4,15.9,-5.1,0.4,10.9,,,,,,,,,,,,,,,,,,,,,
0BN10021,56,2.55,,,,,,,,H2,,,,,,,,H2,-14.1,-8.1,1.3,-18.9,-13.0,-3.6,,,,,,,,,,,,,,,,,,,,,
0BN19011,57,4.703,,,,,,,,H2,,,,,,,,H2,-55.9,-48.5,-37.9,-68.4,-61.0,-50.4,,,,,,,,,,,,,,,,,,,,,
0BP09021,58,1.756,,,,,,,,H2,,,,,,,,H2,-40.6,-36.7,-27.0,-42.2,-38.3,-28.6,,,,,,,,,,,,,,,,,,,,,
0BN09011,59,2.493,,,,,,,,H2,,,,,,,,H2,-7.8,-1.6,8.3,-12.3,-6.1,3.8,,,,,,,,,,,,,,,,,,,,,
0BN11021,60,3.056,,,,,,,,H2,,,,,,,,H2,-14.4,-8.8,0.6,-16.8,-11.2,-1.8,,,,,,,,,,,,,,,,,,,,,
0BN11022,61,3.075,,,,,,,,H2,,,,,,,,H2,-16.4,-10.8,-0.8,-18.0,-12.4,-2.4,,,,,,,,,,,,,,,,,,,,,
0BP19021,62,2.563,,,,,,,,H2,,,,,,,,H2,-9.5,-4.6,1.4,-12.7,-7.8,-1.8,,,,,,,,,,,,,,,,,,,,,
0BP18011,63,2.868,,,,,,,,H2,,,,,,,,H2,-15.3,-10.8,-2.0,-18.8,-14.3,-5.6,,,,,,,,,,,,,,,,,,,,,
0BP20051,64,2.08622,,,,,,,,H2,,,,,,,,H2,-7.1,-3.0,3.7,-10.8,-6.7,0.0,,,,,,,,,,,,,,,,,,,,,
0BP20061,65,3.14856,,,,,,,,H2,,,,,,,,H2,-18.8,-14.2,-3.3,-22.0,-17.5,-6.6,,,,,,,,,,,,,,,,,,,,,
0BP20011,66,1.993,,,,,,,,H2,,,,,,,,H2,-20.1,-16.8,-12.8,-20.9,-17.7,-13.7,,,,,,,,,,,,,,,,,,,,,
0AP20011,67,2.61169,,,,,,,,H2,,,,,,,,H2,-4.1,-2.9,3.2,-4.4,-3.2,2.9,,,,,,,,,,,,,,,,,,,,,
0?P15011,68,3.24,,,,,,,,H2,,,,,,,,H2,9.3,12.7,20.8,2.8,6.2,14.2,,,,,,,,,,,,,,,,,,,,,
0?P19011,69,3.359,,,,,,,,H2,,,,,,,,H2,-0.5,-0.1,4.2,-0.6,-0.2,4.0,,,,,,,,,,,,,,,,,,,,,
0?P19012,70,3.435,,,,,,,,H2,,,,,,,,H2,4.8,8.6,16.9,-3.3,0.4,8.7,,,,,,,,,,,,,,,,,,,,,
0BP19031,71,2.955,,,,,,,,H2,,,,,,,,H2,-5.7,-1.9,7.0,-1.6,2.1,11.1,,,,,,,,,,,,,,,,,,,,,
0BP16061,72,2.938,,,,,,,,H2,,,,,,,,H2,-16.1,-12.2,-3.1,-19.9,-16.0,-6.9,,,,,,,,,,,,,,,,,,,,,
0BN11011,73,1.716,,,,,,,,H2,,,,,,,,H2,-5.2,0.5,6.1,-9.4,-3.7,1.9,,,,,,,,,,,,,,,,,,,,,
0BN11012,74,1.704,,,,,,,,H2,,,,,,,,H2,-4.7,1.4,8.1,-10.7,-4.6,2.2,,,,,,,,,,,,,,,,,,,,,
0BN11013,75,1.717,,,,,,,,H2,,,,,,,,H2,-3.3,2.7,9.0,-7.3,-1.3,5.0,,,,,,,,,,,,,,,,,,,,,
0BN11014,76,1.781,,,,,,,,H2,,,,,,,,H2,-14.9,-9.2,-2.1,-19.5,-13.8,-6.7,,,,,,,,,,,,,,,,,,,,,
0BN11015,77,1.727,,,,,,,,H2,,,,,,,,H2,-9.8,-4.1,3.0,-14.4,-8.6,-1.5,,,,,,,,,,,,,,,,,,,,,
0BP15011,78,5.195,,,,,,,,H2,,,,,,,,H2,-8.8,-4.8,5.3,-16.0,-12.0,-1.9,,,,,,,,,,,,,,,,,,,,,
0BP15021,79,5.433,,,,,,,,H2,,,,,,,,H2,-4.1,-0.2,9.0,-12.2,-8.3,0.9,,,,,,,,,,,,,,,,,,,,,
0BP15022,80,4.0843,,,,,,,,H2,,,,,,,,H2,-9.0,-5.1,3.3,-14.3,-10.4,-2.0,,,,,,,,,,,,,,,,,,,,,
0BP15023,81,4.386,,,,,,,,H2,,,,,,,,H2,-7.4,-3.5,4.6,-15.0,-11.1,-2.9,,,,,,,,,,,,,,,,,,,,,
0BP19041,83,4.434,,,,,,,,H2,,,,,,,,H2,0.3,4.1,12.1,-5.9,-2.1,5.9,,,,,,,,,,,,,,,,,,,,,
0BP19051,84,2.238,,,,,,,,H2,,,,,,,,H2,-11.6,-7.3,1.3,-15.7,-11.3,-2.8,,,,,,,,,,,,,,,,,,,,,
0BP19052,85,2.174,,,,,,,,H2,,,,,,,,H2,-6.6,-1.9,5.8,-10.3,-5.6,2.1,,,,,,,,,,,,,,,,,,,,,
0BP16041,86,2.235,,,,,,,,H2,,,,,,,,H2,-13.6,-9.3,-1.4,-16.7,-12.4,-4.6,,,,,,,,,,,,,,,,,,,,,
0BP16042,87,2.237,,,,,,,,H2,,,,,,,,H2,-13.3,-9.0,-1.0,-16.5,-12.3,-4.2,,,,,,,,,,,,,,,,,,,,,
0AP19011,88,3.275,,,,,,,,H2,,,,,,,,H2,4.8,8.0,15.8,1.0,4.2,12.0,,,,,,,,,,,,,,,,,,,,,
0AP19012,89,3.133,,,,,,,,H2,,,,,,,,H2,3.6,6.6,14.6,0.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,,
0AP16011,90,3.263,,,,,,,,H2,,,,,,,,H2,15.9,18.7,29.1,12.2,14.9,25.4,,,,,,,,,,,,,,,,,,,,,
0AP18011,91,3.215,,,,,,,,H2,,,,,,,,H2,8.7,11.9,22.0,6.1,9.3,19.5,,,,,,,,,,,,,,,,,,,,,
0BS18011,94,2.879,,,,,,,,H2,,,,,,,,H2,16.9,20.7,31.3,13.6,17.4,28.0,,,,,,,,,,,,,,,,,,,,,
0BP17031,95,2.999,,,,,,,,H2,,,,,,,,H2,-2.9,1.4,9.3,-7.2,-2.9,4.9,,,,,,,,,,,,,,,,,,,,,
0BP13061,96,2.808,,,,,,,,H2,,,,,,,,H2,-2.3,2.0,10.9,-5.2,-1.0,8.0,,,,,,,,,,,,,,,,,,,,,
0BN19021,97,2.928,,,,,,,,H2,,,,,,,,H2,13.5,17.5,25.9,11.1,15.1,23.5,,,,,,,,,,,,,,,,,,,,,
0BN19022,98,1.633,,,,,,,,H2,,,,,,,,H2,-11.1,-5.3,3.2,-13.5,-7.7,0.8,,,,,,,,,,,,,,,,,,,,,
0?N16011,99,2.195,,,,,,,,H2,,,,,,,,H2,15.5,21.0,29.6,10.8,16.2,24.8,,,,,,,,,,,,,,,,,,,,,
0BP11011,103,1.91,,,,,,,,H2,,,,,,,,H2,0.3,4.1,11.8,-0.1,3.8,11.4,,,,,,,,,,,,,,,,,,,,,
0BP11012,104,1.91,,,,,,,,H2,,,,,,,,H2,1.8,5.8,15.3,1.9,5.9,15.4,,,,,,,,,,,,,,,,,,,,,
0BP13031,105,2.198,,,,,,,,H2,,,,,,,,H2,11.3,14.4,20.1,7.5,10.6,16.2,,,,,,,,,,,,,,,,,,,,,
0BP13032,106,2.069,,,,,,,,H2,,,,,,,,H2,25.2,29.0,37.2,22.6,26.4,34.6,,,,,,,,,,,,,,,,,,,,,
0BP13033,107,2.014,,,,,,,,H2,,,,,,,,H2,30.0,33.8,40.9,26.5,30.3,37.4,,,,,,,,,,,,,,,,,,,,,
0BP13041,108,2.176,,,,,,,,H2,,,,,,,,H2,20.2,23.9,29.6,16.8,20.5,26.2,,,,,,,,,,,,,,,,,,,,,
0BP13051,109,2.958,,,,,,,,H2,,,,,,,,H2,11.6,15.5,23.2,8.2,12.1,19.7,,,,,,,,,,,,,,,,,,,,,
0BP18021,111,3.882,,,,,,,,H2,,,,,,,,H2,10.1,13.8,24.2,7.0,10.7,21.1,,,,,,,,,,,,,,,,,,,,,
0BP18031,112,3.542,,,,,,,,H2,,,,,,,,H2,-10.3,-6.2,2.5,-15.1,-11.0,-2.3,,,,,,,,,,,,,,,,,,,,,
0BP17041,113,3.183,,,,,,,,H2,,,,,,,,H2,3.1,7.4,17.1,-0.8,3.5,13.2,,,,,,,,,,,,,,,,,,,,,
0BN13031,114,2.807,,,,,,,,H2,,,,,,,,H2,-20.5,-13.9,-4.5,-26.8,-20.2,-10.8,,,,,,,,,,,,,,,,,,,,,
0BN17021,115,1.719,,,,,,,,H2,,,,,,,,H2,1.3,6.1,13.6,-3.9,0.9,8.4,,,,,,,,,,,,,,,,,,,,,
0BN17031,120,4.637,,,,,,,,H2,,,,,,,,H2,-9.4,-2.5,6.7,-20.2,-13.3,-4.1,,,,,,,,,,,,,,,,,,,,,
0BP15041,122,3.262,,,,,,,,H2,,,,,,,,H2,21.5,24.9,33.2,19.9,23.2,31.5,,,,,,,,,,,,,,,,,,,,,
0BP15042,123,3.257,,,,,,,,H2,,,,,,,,H2,29.5,32.5,41.3,25.7,28.7,37.5,,,,,,,,,,,,,,,,,,,,,
0BP15043,124,3.255,,,,,,,,H2,,,,,,,,H2,27.6,30.7,40.1,24.2,27.3,36.7,,,,,,,,,,,,,,,,,,,,,
0BP15044,125,3.052,,,,,,,,H2,,,,,,,,H2,16.7,19.4,30.9,12.9,15.6,27.1,,,,,,,,,,,,,,,,,,,,,
0BP15045,126,3.267,,,,,,,,H2,,,,,,,,H2,17.8,21.3,29.9,12.4,15.8,24.5,,,,,,,,,,,,,,,,,,,,,
0BP15046,127,3.238,,,,,,,,H2,,,,,,,,H2,21.7,24.7,34.1,17.8,20.8,30.2,,,,,,,,,,,,,,,,,,,,,
0BN13011,129,3.056,,,,,,,,H2,,,,,,,,H2,1.9,8.0,17.7,-2.5,3.7,13.4,,,,,,,,,,,,,,,,,,,,,
0BN13012,130,3.035,,,,,,,,H2,,,,,,,,H2,2.1,8.0,18.5,-1.9,4.0,14.6,,,,,,,,,,,,,,,,,,,,,
0BP16071,131,2.081,,,,,,,,H2,,,,,,,,H2,7.7,11.3,14.9,1.9,5.5,9.1,,,,,,,,,,,,,,,,,,,,,
0BP16072,132,2.061,,,,,,,,H2,,,,,,,,H2,2.9,6.0,10.8,-2.6,0.5,5.3,,,,,,,,,,,,,,,,,,,,,
0BP16073,133,1.989,,,,,,,,H2,,,,,,,,H2,22.0,25.9,29.6,16.8,20.6,24.3,,,,,,,,,,,,,,,,,,,,,
0BN15031,134,1.62,,,,,,,,H2,,,,,,,,H2,-3.0,2.8,9.2,-8.0,-2.2,4.2,,,,,,,,,,,,,,,,,,,,,
0BN15032,135,1.642,,,,,,,,H2,,,,,,,,H2,-2.7,3.1,11.1,-8.1,-2.3,5.7,,,,,,,,,,,,,,,,,,,,,
0BN15033,136,1.602,,,,,,,,H2,,,,,,,,H2,-9.5,-3.6,6.0,-11.6,-5.7,3.9,,,,,,,,,,,,,,,,,,,,,
0BN15034,137,1.601,,,,,,,,H2,,,,,,,,H2,-9.7,-3.8,4.9,-12.3,-6.4,2.3,,,,,,,,,,,,,,,,,,,,,
0BN15035,138,1.654,,,,,,,,H2,,,,,,,,H2,7.0,11.7,17.1,2.2,6.9,12.4,,,,,,,,,,,,,,,,,,,,,
0BN15036,139,7.58,,,,,,,,H2,,,,,,,,H2,2.1,8.5,20.2,-7.3,-0.9,10.8,,,,,,,,,,,,,,,,,,,,,
0BP12021,140,7.449,,,,,,,,H2,,,,,,,,H2,1.3,5.7,15.5,-10.5,-6.1,3.6,,,,,,,,,,,,,,,,,,,,,
0BN13021,141,3.606,,,,,,,,H2,,,,,,,,H2,-16.6,-9.2,2.5,-23.8,-16.4,-4.7,,,,,,,,,,,,,,,,,,,,,
0BP14021,148,3.445,,,,,,,,H2,,,,,,,,H2,-19.4,-15.1,-5.1,-23.2,-18.9,-8.9,,,,,,,,,,,,,,,,,,,,,
0BP14022,149,2.09,,,,,,,,H2,,,,,,,,H2,-9.9,-5.7,-0.3,-13.7,-9.6,-4.1,,,,,,,,,,,,,,,,,,,,,
0BP14023,150,2.033,,,,,,,,H2,,,,,,,,H2,1.7,5.7,12.9,-1.3,2.7,9.9,,,,,,,,,,,,,,,,,,,,,
0BP14024,151,2.035,,,,,,,,H2,,,,,,,,H2,0.2,4.3,11.8,-2.9,1.2,8.8,,,,,,,,,,,,,,,,,,,,,
0BP13071,152,2.792,,,,,,,,H2,,,,,,,,H2,-2.6,1.7,10.9,-6.1,-1.7,7.5,,,,,,,,,,,,,,,,,,,,,
0BP13072,153,3.646,,,,,,,,H2,,,,,,,,H2,12.5,16.5,26.7,8.2,12.3,22.5,,,,,,,,,,,,,,,,,,,,,
0BP07021,154,4.352,,,,,,,,H2,,,,,,,,H2,41.0,44.7,49.1,47.7,51.4,55.8,,,,,,,,,,,,,,,,,,,,,
0BP07022,155,4.426,,,,,,,,H2,,,,,,,,H2,53.2,56.6,60.4,59.5,62.9,66.7,,,,,,,,,,,,,,,,,,,,,
0BP07023,156,4.394,,,,,,,,H2,,,,,,,,H2,47.0,50.6,53.4,51.5,55.0,57.8,,,,,,,,,,,,,,,,,,,,,
0AP12011,157,3.342,,,,,,,,H2,,,,,,,,H2,3.6,6.2,15.9,-0.7,1.9,11.6,,,,,,,,,,,,,,,,,,,,,
0BP06011,1,6.247,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-14.0,-11.9,2.1,-15.2,6.2,4.3,,,,,,,,,,,,,,
0BP07011,2,2.217,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-33.5,-30.5,-16.1,-36.3,-15.3,-19.9,,,,,,,,,,,,,,
0BN08011,3,3.518,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-10.2,-8.3,4.8,-10.2,11.1,8.2,,,,,,,,,,,,,,
0BP08011,4,1.807,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-3.3,-1.4,14.0,-5.3,16.0,15.4,,,,,,,,,,,,,,
0BP08012,5,1.79,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-4.2,-2.5,13.4,-3.6,17.5,17.4,,,,,,,,,,,,,,
0BN03011,7,2.991,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-25.9,-22.3,-5.9,-38.2,-15.7,-16.5,,,,,,,,,,,,,,
0BN12011,8,1.758,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-34.9,-31.4,-17.7,-27.7,-4.8,-4.4,,,,,,,,,,,,,,
0BN17011,9,3.008,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-21.9,-17.0,-1.6,-38.0,-15.1,-17.4,,,,,,,,,,,,,,
0BN17012,10,2.978,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-9.6,-6.5,6.7,-25.8,-1.5,-2.1,,,,,,,,,,,,,,
0BN17013,11,3.011,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,1.9,3.9,16.5,-10.8,11.7,8.8,,,,,,,,,,,,,,
0BN17014,12,2.912,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-19.2,-13.7,3.5,-1.1,20.2,16.9,,,,,,,,,,,,,,
0BN17015,13,2.96,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-21.4,-16.5,-0.9,-24.4,0.5,1.6,,,,,,,,,,,,,,
0BN17016,14,1.725,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-30.8,-27.2,-13.6,-27.0,-2.7,-3.0,,,,,,,,,,,,,,
0BN17017,15,1.753,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-35.8,-31.9,-18.2,-34.1,-11.1,-13.5,,,,,,,,,,,,,,
0BP13011,16,3.462,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-44.8,-41.6,-24.9,-41.0,-17.8,-20.1,,,,,,,,,,,,,,
0BP12011,17,2.152,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,5.7,6.3,18.0,-47.1,-24.5,-23.8,,,,,,,,,,,,,,
0BP16011,18,2.173,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-44.7,-42.1,-28.5,6.7,26.7,22.4,,,,,,,,,,,,,,
0BN10011,19,2.355,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-51.2,-47.4,-30.8,-47.1,-25.1,-27.4,,,,,,,,,,,,,,
0BP15031,20,3.463,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-37.7,-34.9,-16.9,-52.0,-28.8,-28.1,,,,,,,,,,,,,,
0BP15032,21,2.229,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-29.0,-25.7,-10.8,-41.3,-19.1,-17.0,,,,,,,,,,,,,,
0BP16031,22,2.049,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,18.1,19.1,24.1,-34.0,-11.4,-12.5,,,,,,,,,,,,,,
0BP16032,23,2.008,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-18.6,-16.6,-5.2,19.5,39.8,28.8,,,,,,,,,,,,,,
0BN16011,24,1.713,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-17.1,-13.9,-1.8,-22.8,-1.4,-6.0,,,,,,,,,,,,,,
0BN16012,25,1.728,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-2.8,-2.5,7.8,-20.8,1.7,-2.2,,,,,,,,,,,,,,
0BP09011,26,2.082,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-23.8,-21.5,-11.0,-2.3,17.3,11.7,,,,,,,,,,,,,,
0BP09012,27,2.171,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-5.2,-3.6,8.2,-27.1,-5.4,-10.9,,,,,,,,,,,,,,
0BP09013,28,2.104,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-35.4,-32.9,-20.1,-5.3,15.7,11.5,,,,,,,,,,,,,,
0BP09014,29,2.149,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-28.0,-25.0,-11.2,-36.9,-15.1,-18.3,,,,,,,,,,,,,,
0BP16021,30,2.121,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-19.7,-17.7,-8.1,-29.4,-7.1,-9.3,,,,,,,,,,,,,,
0BP16022,31,2.142,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-22.3,-19.9,-7.4,-23.7,-2.3,-8.7,,,,,,,,,,,,,,
0BP16023,32,2.095,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-22.8,-20.5,-7.2,-25.5,-3.8,-7.3,,,,,,,,,,,,,,
0BN11031,33,3.258,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-1.4,0.6,10.4,-25.1,-3.5,-6.1,,,,,,,,,,,,,,
0BN14011,34,3.508,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-34.7,-30.5,-15.7,-1.3,20.1,14.0,,,,,,,,,,,,,,
0BN14012,35,3.247,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-33.7,-29.3,-14.2,-38.0,-14.4,-15.6,,,,,,,,,,,,,,
0BN14013,36,3.25,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-35.9,-31.4,-16.0,-38.0,-14.2,-15.1,,,,,,,,,,,,,,
0BN14014,37,3.119,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-32.8,-28.6,-13.0,-40.5,-16.6,-17.2,,,,,,,,,,,,,,
0BN14015,38,3.778,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-24.7,-20.4,-4.4,-35.8,-12.3,-12.7,,,,,,,,,,,,,,
0BN14016,39,3.462,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-33.6,-29.3,-14.7,-27.7,-4.0,-4.0,,,,,,,,,,,,,,
0BN15021,40,3.344,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-27.9,-23.6,-8.1,-35.9,-12.2,-13.7,,,,,,,,,,,,,,
0PN12011,41,1.869,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-41.3,-37.4,-22.5,-32.0,-8.4,-8.8,,,,,,,,,,,,,,
0AN13011,42,3.435,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-22.3,-18.6,-0.3,-40.9,-17.5,-18.6,,,,,,,,,,,,,,
0BN18021,43,2.864,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-9.7,-7.9,5.4,-25.9,-2.8,-0.5,,,,,,,,,,,,,,
0BP14011,44,3.253,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-24.0,-21.9,-6.9,-10.4,10.7,8.1,,,,,,,,,,,,,,
0BP13021,45,2.028,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-31.3,-28.5,-13.6,-28.5,-7.1,-8.0,,,,,,,,,,,,,,
0BP13022,46,2.019,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-32.1,-29.6,-15.4,-32.4,-10.2,-11.3,,,,,,,,,,,,,,
0BP17011,47,3.846,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-3.4,-1.2,12.8,-33.7,-11.7,-13.6,,,,,,,,,,,,,,
0BP20031,48,3.08,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-6.3,-5.1,2.9,-4.1,17.4,15.4,,,,,,,,,,,,,,
0BP20041,49,2.671,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-35.0,-31.0,-15.1,-4.1,16.5,8.5,,,,,,,,,,,,,,
0BP16051,50,2.082,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-38.3,-35.3,-20.3,-35.9,-12.5,-12.5,,,,,,,,,,,,,,
0BP19011,51,3.394,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-38.7,-35.1,-16.0,-38.6,-16.3,-17.2,,,,,,,,,,,,,,
0BN18011,52,1.729,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,0.9,1.4,12.4,-40.4,-17.3,-14.2,,,,,,,,,,,,,,
0BN16021,53,3.539,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,0.4,0.5,12.2,2.1,22.0,17.0,,,,,,,,,,,,,,
0BP17021,54,3.187,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-38.6,-35.0,-23.2,3.6,23.1,18.9,,,,,,,,,,,,,,
0BN15011,55,3.32,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-15.7,-11.6,4.4,-43.1,-20.2,-24.4,,,,,,,,,,,,,,
0BN10021,56,2.55,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-43.5,-39.5,-23.6,-18.8,4.6,4.7,,,,,,,,,,,,,,
0BN19011,57,4.703,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-50.2,-46.7,-32.1,-45.4,-22.1,-22.2,,,,,,,,,,,,,,
0BP09021,58,1.756,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-18.1,-16.1,-1.0,-52.6,-29.8,-31.1,,,,,,,,,,,,,,
0BN09011,59,2.493,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-36.4,-32.4,-16.6,-18.1,3.3,2.5,,,,,,,,,,,,,,
0BN11021,60,3.056,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-40.3,-36.4,-21.0,-39.0,-15.7,-15.9,,,,,,,,,,,,,,
0BN11022,61,3.075,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-34.4,-30.5,-13.9,-40.7,-17.4,-18.0,,,,,,,,,,,,,,
0BP19021,62,2.563,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-36.7,-33.4,-22.2,-34.2,-11.0,-10.4,,,,,,,,,,,,,,
0BP18011,63,2.868,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-6.2,-4.9,5.1,-38.6,-15.8,-20.6,,,,,,,,,,,,,,
0BP20051,64,2.08622,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-36.7,-34.2,-21.7,-5.2,15.5,9.5,,,,,,,,,,,,,,
0BP20061,65,3.14856,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-7.6,-5.0,9.5,-39.1,-17.2,-20.6,,,,,,,,,,,,,,
0BP20011,66,1.993,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-2.5,-1.5,5.8,-7.5,14.5,13.0,,,,,,,,,,,,,,
0AP20011,67,2.61169,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-15.8,-14.2,-1.7,-1.9,18.5,9.8,,,,,,,,,,,,,,
0?P15011,68,3.24,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-2.2,-0.9,8.2,-15.5,5.5,2.0,,,,,,,,,,,,,,
0?P19011,69,3.359,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-3.2,-1.9,6.1,-1.5,19.2,12.3,,,,,,,,,,,,,,
0?P19012,70,3.435,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-2.2,-0.9,6.5,-2.7,18.0,9.9,,,,,,,,,,,,,,
0BP19031,71,2.955,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-42.8,-40.4,-25.5,-1.5,19.2,10.6,,,,,,,,,,,,,,
0BP16061,72,2.938,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-52.2,-49.6,-35.1,-45.4,-23.6,-24.7,,,,,,,,,,,,,,
0BN11011,73,1.716,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-27.9,-24.4,-12.2,-54.3,-32.3,-33.8,,,,,,,,,,,,,,
0BN11012,74,1.704,,,,,,,,H2CO,,,,,,,,,,,,,,,H2CO,-29.7,-26.1,-12.4,-31.5,-8.6,-12.4,,,,,,,,,,,,,,
